Date,NVDA.O,AAPL.O,GOOG.O,GOOGL.O,AVGO.O,TSLA.O,MU.O,AMD.O,AMAT.O,LRCX.O,INTC.O,KLAC.O,TXN.O,ADI.O,QCOM.O,RTX.N,BA.N,LMT.N,NOC.N,GD.N,CAT.N,GE.N,ETN.N,PH.N,HWM.N,FCX.N,WDC.O,STX.O,VRT.N,HON.O,SPY.N,.MVREMXTR
2021-09-16,22.242,148.79,144.3735,143.61,50.735,252.329748,74.63,106.22,144.09,61.585,54.83,372.02,196.82,173.21,138.4,84.02,213.36,341.5,349.66,194.88,203.6,63.068477,159.29,289.54,31.44,34.3,44.037767,84.82,24.0,206.946542,447.17,836.68
2021-09-17,21.9,146.06,141.4635,140.8,50.6,253.16308,74.3,103.88,140.8,60.898,54.26,369.81,196.25,171.52,133.6,83.39,213.36,340.98,350.24,195.12,199.75,62.527036,157.53,287.63,30.99,33.05,43.765742,83.74,23.73,205.853631,441.41,826.35
2021-09-20,21.113,142.94,139.017,138.7195,49.482,243.389757,72.37,101.55,135.53,58.991,52.98,355.18,192.59,169.48,132.76,83.45,209.5,338.46,348.81,193.43,190.82,62.116288,156.5,284.74,30.94,31.17,42.783431,82.95,23.86,203.253255,434.02,788.63
2021-09-21,21.246,143.43,139.6465,139.033,49.099,246.459754,72.14,102.82,135.18,58.622,52.87,356.58,192.96,170.57,131.75,83.11,208.51,336.05,345.14,191.19,189.84,60.255476,154.59,279.47,30.6,30.48,41.914463,81.57,23.69,202.471259,433.67,785.37
2021-09-22,21.941,145.85,140.9385,140.2835,50.059,250.646416,73.97,104.38,138.1,60.11,53.5,365.51,195.92,173.85,133.01,85.27,216.98,341.73,348.52,193.75,191.35,61.32591,156.43,285.4,31.11,31.56,42.753206,82.94,24.0,204.468648,437.86,796.28
2021-09-23,22.482,146.83,141.8265,141.216,50.43,251.213082,74.04,106.15,141.11,61.256,54.03,370.98,198.67,177.23,133.91,86.75,221.1,344.2,350.91,196.75,196.62,64.076676,158.0,291.1,31.71,32.11,43.440824,85.04,24.11,206.993651,443.04,814.36
2021-09-24,22.081,146.92,142.633,142.215,50.492,258.129742,74.05,105.8,141.92,61.248,54.22,369.53,200.65,178.53,133.88,87.16,221.39,349.52,355.7,197.42,196.82,64.599446,156.01,287.84,31.53,32.24,43.780855,86.08,23.83,206.513146,443.92,801.92
2021-09-27,21.66,145.37,141.501,141.072,50.485,263.786403,75.18,108.16,142.74,61.667,54.66,365.78,200.33,176.91,133.48,87.34,224.16,353.36,357.21,197.76,200.0,65.564082,155.15,291.03,33.0,33.91,44.627153,86.91,24.15,205.297754,442.68,787.12
2021-09-28,20.699,141.91,136.184,135.83,49.102,259.186407,73.1,101.52,132.89,58.597,54.0,347.03,194.89,171.29,129.9,86.84,218.41,352.15,358.3,197.1,200.55,65.800573,153.99,285.96,32.41,33.57,44.067992,84.2,23.68,202.53721,433.61,770.11
2021-09-29,20.517,142.83,134.521,134.3535,48.948,260.436406,71.64,100.35,128.27,56.751,53.49,335.3,193.07,168.84,129.28,86.99,225.36,350.29,362.98,198.39,197.87,66.142863,153.47,288.59,31.91,33.11,42.843881,83.1,24.28,202.490102,434.46,741.13
2021-09-30,20.716,141.5,133.2655,133.676,48.493,258.493075,70.98,102.9,128.73,56.915,53.28,334.51,192.21,167.48,128.98,85.96,219.94,345.1,360.15,196.03,191.97,64.12024,149.31,279.62,31.2,32.53,42.647419,82.52,24.09,200.002786,428.98,761.68
2021-10-01,20.742,142.65,136.4625,136.543,48.735,258.406408,70.99,102.45,129.13,56.973,53.86,335.02,193.79,167.37,128.71,87.48,226.0,347.8,360.92,198.22,194.33,65.856584,150.65,291.69,32.43,32.84,43.138574,84.41,24.54,203.177882,434.29,752.12
2021-10-04,19.732,139.14,133.765,133.6595,47.595,260.509739,70.62,100.34,125.2,55.014,53.47,329.07,190.4,164.26,126.68,87.69,223.79,345.99,365.67,197.51,193.13,65.284026,148.36,288.95,31.88,32.71,43.032787,84.14,23.76,201.821165,428.5,741.4
2021-10-05,20.451,141.11,136.177,136.023,48.542,260.196406,70.5,101.81,128.07,55.59,53.95,331.23,193.88,165.37,127.53,88.72,224.42,347.75,369.88,198.16,192.5,65.284026,151.26,291.94,32.11,32.2,43.040343,85.15,23.13,203.243834,433.04,743.23
2021-10-06,20.7,142.0,137.354,137.565,48.878,260.916406,69.94,103.64,126.52,55.173,53.98,329.1,194.39,166.05,128.06,89.27,224.99,349.99,377.32,199.36,191.86,64.929289,151.7,293.58,31.96,31.71,42.639862,80.61,23.07,204.317902,434.9,738.24
2021-10-07,21.075,143.29,139.1855,139.225,49.392,264.536402,70.54,106.45,127.88,55.582,54.18,330.1,195.31,166.98,127.84,90.15,226.48,351.78,382.7,201.73,195.75,65.663657,153.92,289.76,32.14,34.32,43.365261,81.78,23.12,205.740571,438.64,758.19
2021-10-08,20.831,142.9,140.056,139.7855,49.285,261.829738,70.12,105.06,126.22,55.016,53.81,326.05,195.24,168.62,126.55,90.62,226.39,353.75,389.72,202.12,195.16,65.172004,153.56,290.95,31.64,34.13,42.760762,79.93,22.43,205.109321,437.83,749.57
2021-10-11,20.695,142.81,138.8475,138.914,49.234,263.979736,69.22,104.68,127.5,55.244,53.44,325.2,193.37,167.9,124.94,89.89,226.45,357.08,393.16,202.88,192.89,64.773703,152.56,287.43,31.42,35.23,42.4434,81.63,22.27,202.838703,434.69,765.12
2021-10-12,20.671,141.51,136.713,136.449,48.528,268.573065,66.72,105.04,126.76,54.678,52.17,319.55,188.48,164.02,122.95,89.72,223.57,358.12,390.07,203.55,189.92,63.927313,151.62,284.71,31.41,34.61,40.954821,79.01,21.71,201.934224,433.65,766.45
2021-10-13,20.939,140.91,137.9,137.582,48.501,270.35973,66.38,109.16,128.21,54.441,52.26,320.41,187.1,164.35,125.04,89.68,221.78,361.76,388.7,203.39,188.94,63.703269,153.39,285.82,31.35,35.82,40.962377,79.57,21.86,203.111931,435.16,779.83
2021-10-14,21.746,143.76,141.412,141.151,49.76,272.773061,67.8,111.99,132.07,56.793,53.9,329.78,192.49,168.2,128.66,89.17,217.44,362.07,389.94,205.14,194.33,63.93976,159.57,294.5,30.89,37.13,42.730537,82.5,22.86,205.947847,442.48,801.35
2021-10-15,21.862,144.84,141.675,141.368,50.325,281.009719,67.68,112.12,131.59,56.447,54.46,329.1,194.45,172.04,130.2,90.92,217.04,365.62,395.36,208.06,199.02,64.979077,161.45,297.95,31.33,38.64,41.869126,81.99,22.92,207.954659,445.83,822.16
2021-10-18,22.222,146.55,142.9605,142.778,50.336,290.036377,67.26,116.43,133.28,56.87,54.47,326.77,194.91,173.33,130.12,90.8,216.98,365.0,393.89,206.66,198.18,64.798597,161.27,295.78,30.9,38.54,41.86157,81.24,23.22,207.869864,447.24,825.3
2021-10-19,22.29,148.76,143.822,143.237,51.039,288.089712,67.57,116.33,134.6,57.083,55.21,332.14,198.23,176.63,132.5,91.23,215.97,371.07,399.3,208.62,201.14,65.178228,161.48,296.24,30.88,38.85,42.050476,81.12,23.38,208.953354,450.65,836.29
2021-10-20,22.103,149.26,142.415,141.769,50.939,288.599711,68.27,116.39,133.98,56.55,55.37,331.03,199.38,176.92,132.16,91.68,216.17,371.13,400.88,208.44,204.19,65.968606,163.2,300.34,30.94,38.93,42.62475,80.53,23.47,210.705781,452.38,843.18
2021-10-21,22.692,149.48,142.7805,141.886,51.415,297.999702,68.64,119.33,133.34,55.542,56.0,335.51,201.29,178.81,133.05,91.61,214.34,373.14,402.77,208.04,202.14,64.194922,162.12,299.2,30.72,38.42,42.919443,82.24,23.8,211.534886,453.59,845.16
2021-10-22,22.726,148.69,138.625,137.5665,51.541,303.226363,67.51,119.82,135.93,55.674,49.46,343.03,199.07,178.42,131.62,91.86,212.97,374.6,406.21,209.52,200.65,64.755033,162.38,299.25,30.46,37.67,43.108349,87.23,24.07,204.826671,453.13,830.94
2021-10-25,23.166,148.64,138.773,137.447,52.207,341.619658,68.76,122.36,135.76,55.197,49.41,343.23,200.2,180.52,131.93,91.3,212.87,376.33,406.62,207.91,202.21,65.532964,162.51,303.9,30.37,39.34,42.942112,89.16,24.21,204.958574,455.49,853.01
2021-10-26,24.717,149.32,139.672,139.3085,53.387,339.476327,68.94,122.93,132.0,54.894,48.28,341.97,196.98,179.88,131.94,89.16,209.81,331.91,396.57,204.57,199.64,66.864783,161.34,304.2,29.96,38.85,42.556744,88.07,24.05,205.693463,455.95,864.35
2021-10-27,24.451,148.85,146.4275,146.2175,52.311,345.952987,68.24,122.28,132.16,55.362,47.89,340.57,187.1,170.46,131.2,89.16,206.61,330.94,388.15,205.79,196.13,64.630564,160.12,297.98,29.38,37.0,41.92202,88.03,24.69,203.243834,453.93,854.49
2021-10-28,24.941,152.57,146.129,145.849,52.957,359.012974,69.58,121.16,136.02,56.595,48.08,355.34,187.87,172.46,133.69,89.19,207.85,331.39,358.64,202.61,204.09,65.508071,164.96,301.68,29.7,38.1,43.282143,89.55,25.7,205.844209,458.27,838.23
2021-10-29,25.567,149.8,148.2705,148.046,53.167,371.332962,69.1,120.23,136.65,56.357,49.0,372.76,187.48,173.49,133.04,88.86,207.03,332.32,357.22,202.75,204.01,65.265356,164.76,296.59,29.69,37.72,39.511579,89.07,25.68,205.976112,459.3,844.14
2021-11-01,25.827,148.96,143.774,143.497,52.805,402.86293,70.7,125.23,139.51,57.276,49.55,380.26,187.47,174.99,134.81,88.55,214.58,330.93,354.85,201.89,205.38,66.111746,164.34,300.82,30.5,38.33,40.939708,91.9,26.05,207.05018,460.02,848.17
2021-11-02,26.401,150.02,145.863,145.4325,53.707,390.666276,70.76,127.63,141.21,57.424,49.86,388.75,189.34,177.94,135.23,87.8,212.77,326.31,353.2,201.75,207.12,66.398024,171.63,301.93,30.68,38.55,41.581989,91.82,25.15,208.397476,461.875,836.25
2021-11-03,26.598,151.49,146.79,146.598,54.237,404.619595,71.25,130.53,142.75,58.14,50.39,393.67,189.19,178.8,138.48,88.67,213.38,331.35,354.11,201.21,203.55,65.949936,169.49,304.08,30.43,38.23,42.14115,93.46,25.81,209.914362,464.72,844.06
2021-11-04,29.801,150.96,148.683,148.2675,54.862,409.96959,72.24,137.5,150.13,59.873,50.31,409.08,191.11,180.73,156.11,88.06,213.03,335.5,356.66,198.16,203.59,65.476953,171.98,325.64,31.0,37.0,41.589545,95.3,26.95,209.622291,466.9,858.32
2021-11-05,29.752,151.28,149.241,148.852,55.892,407.362926,72.92,136.34,153.29,61.077,50.92,416.73,193.4,184.18,163.03,91.18,224.46,339.89,364.37,201.0,205.88,67.673832,171.3,325.75,33.4,37.04,42.450956,96.75,27.63,212.98582,468.47,862.87
2021-11-08,30.804,150.44,149.3515,149.031,55.895,387.646279,74.56,150.16,152.96,60.907,51.55,412.84,192.36,184.46,165.85,90.71,222.68,341.78,363.27,202.64,214.25,67.474682,173.72,329.47,32.76,39.43,42.148707,97.72,27.54,212.674905,468.95,886.09
2021-11-09,30.657,150.81,149.2485,148.9185,55.78,341.166326,75.59,148.92,156.29,62.191,51.2,417.11,190.79,185.0,166.74,90.99,220.79,338.17,364.52,202.88,209.81,69.260813,174.66,329.57,33.09,39.2,42.50385,99.29,26.97,214.578079,467.39,882.49
2021-11-10,29.459,147.92,146.626,145.8935,54.877,355.982977,73.41,139.87,150.4,60.578,50.76,404.35,187.02,180.86,159.8,90.18,218.5,337.63,362.1,201.33,206.67,67.810748,171.87,326.79,32.29,37.52,41.755782,99.02,26.66,212.373413,463.64,852.8
2021-11-11,30.39,147.87,146.748,145.7665,55.54,354.502979,74.55,146.01,153.9,61.37,50.53,412.79,188.6,183.1,164.42,89.05,219.38,335.89,359.94,199.09,208.53,66.590951,169.92,326.9,32.0,40.9,44.445804,105.26,26.7,208.227887,463.81,858.25
2021-11-12,30.39,149.99,149.6455,148.678,56.322,344.472989,77.3,147.89,156.82,62.442,50.31,413.28,190.08,184.79,164.94,88.86,220.96,339.06,359.65,200.97,209.27,66.958135,171.8,334.0,31.97,41.23,45.760589,108.12,26.71,209.528074,467.29,867.27
2021-11-15,30.025,150.0,149.388,148.452,56.577,337.796329,76.78,146.49,156.27,63.026,50.32,413.06,189.23,185.06,168.51,89.35,233.09,340.92,360.0,201.07,207.71,66.385577,172.74,328.33,33.05,40.86,44.528922,105.66,26.92,209.603448,467.43,856.65
2021-11-16,30.203,151.0,149.076,147.876,56.877,351.576315,76.81,152.45,157.86,63.426,50.61,423.2,188.52,187.67,181.81,88.9,225.8,340.37,354.6,198.74,205.43,64.319391,173.8,332.48,31.71,39.6,44.188892,103.66,26.84,208.567066,469.25,838.27
2021-11-17,29.261,153.49,149.062,148.047,56.964,363.00297,75.46,151.34,155.98,63.063,50.23,419.84,189.57,187.04,183.54,87.45,226.62,341.99,353.96,199.46,202.98,63.473001,173.1,329.32,31.48,38.87,42.6852,100.89,26.76,207.737961,468.16,849.91
2021-11-18,31.675,157.87,150.709,149.8385,57.481,365.459635,77.02,155.02,158.74,63.58,49.68,423.24,193.47,188.09,186.32,86.91,227.25,342.08,351.42,198.0,201.42,62.651505,173.32,332.3,31.32,38.79,42.088257,101.25,26.59,207.935816,469.73,845.26
2021-11-19,32.985,160.55,149.9525,148.9265,56.872,379.019621,83.03,155.41,150.03,64.45,49.52,422.38,195.16,188.8,185.0,85.43,214.13,341.44,353.13,196.31,200.44,62.20964,172.3,329.75,30.18,38.28,42.330056,100.78,26.98,205.853631,468.9,854.98
2021-11-22,31.956,161.02,147.0785,146.302,55.328,385.622948,83.86,152.52,147.55,64.67,49.83,407.9,192.5,185.5,181.4,86.8,209.9,344.98,363.15,199.36,202.38,62.881773,172.32,326.59,30.28,37.74,43.017674,101.62,26.59,205.523873,467.52,875.45
2021-11-23,31.746,161.41,146.757,145.782,55.512,369.676297,85.41,149.92,148.92,66.132,49.1,411.98,192.64,182.45,180.94,87.31,209.13,345.18,364.21,200.29,205.33,63.529012,172.57,329.02,30.78,38.68,45.737921,101.58,25.62,203.50764,468.25,871.12
2021-11-24,32.674,161.94,146.7175,146.12,55.873,371.999628,86.21,157.8,149.01,66.079,49.76,413.3,193.6,182.47,180.71,87.19,210.6,343.58,361.37,198.74,207.07,63.622364,170.95,325.04,30.73,38.65,45.239209,101.04,26.24,199.936835,469.46,897.14
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.43
2021-11-26,31.503,156.81,142.806,142.183,54.659,360.639639,83.42,154.81,143.29,64.198,48.78,398.96,188.26,178.0,175.74,83.0,199.21,342.72,353.98,193.37,198.73,60.890268,167.51,309.64,28.75,37.24,43.644842,98.62,25.78,196.168175,459.08,882.31
2021-11-29,33.376,160.24,146.114,145.5305,56.434,378.996288,86.14,161.91,151.22,68.054,50.0,413.84,194.38,183.2,183.74,82.94,198.5,341.23,356.39,194.44,195.92,61.238782,167.38,309.14,28.5,37.98,44.57426,104.06,25.99,195.649984,464.63,901.59
2021-11-30,32.676,165.3,142.452,141.8975,55.368,381.586285,84.0,158.37,147.19,67.985,49.2,408.13,192.37,180.25,180.56,80.92,197.85,333.32,348.8,188.97,193.35,59.116584,162.06,302.06,28.13,37.08,43.705292,102.67,25.64,190.54345,455.58,901.51
2021-12-01,31.435,164.77,141.618,141.0515,55.476,364.999635,85.15,149.11,151.67,69.353,48.6,412.18,191.76,180.84,175.63,79.05,188.19,328.42,345.98,189.45,191.47,57.878117,161.47,293.1,27.41,36.23,43.614617,103.84,24.7,187.886544,450.45,892.16
2021-12-02,32.126,163.76,143.7765,142.966,55.245,361.532972,82.88,150.68,146.49,66.152,49.5,402.53,193.58,180.63,177.03,81.66,202.38,330.53,352.57,194.48,196.79,59.265947,166.63,304.93,28.8,37.1,43.032787,105.11,25.64,192.20166,457.5,877.6
2021-12-03,30.693,161.84,142.5205,142.0015,55.812,338.322995,81.62,144.01,145.83,66.147,49.25,400.68,193.38,180.79,176.51,81.11,198.49,333.81,357.84,197.63,197.8,57.734977,166.44,305.4,29.06,36.56,43.463492,105.41,25.51,191.730578,453.41,855.49
2021-12-06,30.037,165.32,143.7965,143.155,56.498,336.33633,82.45,139.06,147.38,66.756,50.99,399.53,194.61,181.06,175.45,83.76,205.88,339.96,363.96,199.57,201.28,59.751376,169.83,311.66,30.43,37.37,43.115905,103.59,25.83,194.321531,458.83,832.47
2021-12-07,32.427,171.18,148.0365,147.2695,59.04,350.582983,85.83,144.85,156.89,70.615,52.57,419.15,199.03,186.64,183.72,85.01,208.83,339.17,362.67,199.32,204.49,60.709788,170.59,314.46,30.83,38.77,44.710272,108.52,26.56,195.16948,468.26,836.14
2021-12-08,31.826,175.08,148.7205,148.1865,58.856,356.319644,86.02,145.24,157.29,71.403,51.75,421.28,196.39,186.26,182.63,86.5,211.03,341.08,364.09,200.88,204.19,61.1641,169.92,316.23,31.08,38.72,44.581816,105.7,26.76,192.814067,469.51,860.72
2021-12-09,30.49,174.56,148.106,147.6385,58.342,334.599665,84.93,138.1,152.65,69.939,50.48,409.37,193.4,183.68,182.26,86.16,207.56,343.6,367.86,201.93,204.13,60.884045,168.59,318.32,30.85,38.47,43.319924,102.93,25.99,194.08599,466.35,850.95
2021-12-10,30.198,179.45,148.675,148.0015,63.168,339.009661,85.54,138.55,152.73,70.596,50.59,410.69,196.0,183.43,183.88,86.16,205.06,344.88,371.06,204.93,203.46,60.336381,170.46,318.93,30.86,38.37,43.727961,103.91,25.78,197.675639,470.66,863.25
2021-12-13,28.161,175.74,146.7045,145.8265,62.166,322.136345,84.35,133.8,147.1,68.497,50.0,399.75,193.24,178.47,183.32,84.33,197.4,345.55,377.33,203.49,201.25,57.959022,169.7,314.1,30.08,37.63,42.110926,101.68,25.45,197.129183,466.63,850.19
2021-12-14,28.337,174.33,144.9705,143.907,61.491,319.503014,83.29,135.6,147.73,67.921,49.7,399.46,190.27,176.28,181.98,83.5,195.5,345.64,376.22,203.47,201.64,57.324229,164.84,311.4,29.68,37.96,42.035363,102.44,24.34,194.726662,463.39,837.76
2021-12-15,30.459,179.3,147.3685,146.441,63.986,325.329675,85.66,146.5,153.66,69.731,50.67,409.91,193.44,179.53,189.28,83.43,195.43,344.42,378.82,206.24,202.55,57.305559,169.26,315.11,29.99,37.25,42.579412,104.53,25.02,197.62853,470.61,828.05
2021-12-16,28.387,172.26,144.8385,144.445,62.068,308.973024,82.69,138.64,146.7,67.128,50.83,397.31,188.24,172.6,178.15,82.7,190.79,344.84,378.72,206.18,206.17,57.585614,168.8,313.14,29.48,38.28,42.851437,104.61,24.02,197.487206,466.43,830.52
2021-12-17,27.801,171.14,142.803,141.725,63.496,310.856356,83.0,137.75,146.15,66.917,50.62,391.55,186.3,170.11,176.8,82.28,192.63,344.14,377.46,202.2,201.37,56.913481,165.07,302.61,29.96,38.0,42.957224,104.51,23.95,193.303993,459.83,822.92
2021-12-20,27.719,169.75,142.4015,141.607,64.503,299.9797,82.03,135.8,145.01,66.108,49.6,385.5,184.24,168.32,176.67,81.03,188.48,337.42,369.95,198.68,195.46,55.998634,164.06,296.38,29.26,37.42,42.239382,105.13,23.79,188.291675,454.99,799.54
2021-12-21,29.075,172.99,144.2205,143.4725,64.624,312.84302,90.68,144.25,151.42,68.307,50.77,409.4,186.37,172.08,179.58,83.68,199.52,340.77,378.49,203.29,198.31,57.915457,167.24,305.33,30.59,39.18,44.596928,109.22,24.19,190.006416,463.09,802.72
2021-12-22,29.4,175.64,146.949,146.415,65.52,336.289664,90.34,143.88,152.32,69.122,50.97,413.21,186.93,172.29,181.38,84.07,201.69,343.14,379.81,203.76,202.15,57.921681,166.74,306.48,30.3,40.14,45.178759,110.31,23.98,190.166584,467.65,814.64
2021-12-23,29.64,176.28,147.1425,146.9165,66.48,355.666311,94.42,146.14,155.49,69.872,51.31,420.76,187.4,172.66,182.74,84.9,204.22,347.02,381.17,204.69,206.2,58.500462,168.04,311.89,31.13,41.13,46.244189,111.42,24.86,193.351101,470.58,822.04
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.9
2021-12-27,30.945,180.33,148.064,147.9065,67.428,364.646302,94.43,154.36,162.72,72.34,51.94,440.17,191.84,175.47,186.33,85.24,203.17,350.28,384.21,207.13,206.38,58.886316,170.67,316.53,31.35,41.99,46.916694,113.61,24.98,194.491121,477.29,826.57
2021-12-28,30.322,179.29,146.448,146.687,66.9,362.822971,92.94,153.15,159.64,71.61,51.76,432.15,191.1,174.38,184.82,86.02,206.13,353.75,385.33,207.67,206.62,59.309511,171.2,317.42,31.64,41.99,47.483412,113.84,24.7,195.075263,476.89,829.94
2021-12-29,30.001,179.38,146.5045,146.655,67.261,362.062971,96.17,148.26,160.98,72.675,51.83,435.08,190.81,175.52,186.2,85.89,203.66,354.27,384.99,207.89,207.33,58.992115,171.71,318.6,31.63,41.98,49.969415,115.0,25.0,195.527502,477.48,850.07
2021-12-30,29.586,178.2,146.0025,146.2005,66.508,356.779643,93.89,145.15,157.98,71.833,51.74,427.08,189.41,174.78,182.73,85.8,202.71,353.58,384.53,207.54,206.08,58.936104,171.42,315.0,31.64,41.62,49.395141,113.78,25.18,195.131793,476.19,855.31
2021-12-31,29.411,177.57,144.6795,144.852,66.541,352.259648,93.15,143.9,157.36,71.915,51.5,430.11,188.47,175.77,182.87,86.06,201.32,355.41,387.07,208.47,206.74,58.792964,172.82,318.12,31.83,41.73,49.274241,112.98,24.97,196.450824,474.9,859.1
2022-01-03,30.121,182.01,145.0745,144.9915,66.332,399.926267,95.75,150.24,159.93,72.546,53.21,435.09,190.6,177.15,186.21,86.97,207.86,354.36,385.53,207.46,207.0,59.894516,168.66,316.0,32.33,41.48,49.81829,113.16,24.38,194.839722,477.73,861.27
2022-01-04,29.29,179.7,144.4165,144.3995,67.092,383.196283,96.34,144.42,158.36,71.2,53.14,431.24,190.8,175.55,187.23,90.02,213.63,361.99,396.99,212.05,218.08,61.842456,171.46,324.04,33.53,42.15,51.095295,116.02,23.92,196.912485,477.54,891.61
2022-01-05,27.604,174.92,137.6535,137.775,64.3,362.706304,94.4,136.15,153.74,69.181,53.87,420.74,186.82,172.84,186.5,89.57,213.07,358.14,394.99,210.31,219.75,61.842456,169.01,318.37,33.32,41.68,50.672145,114.71,22.84,198.853345,468.4,875.73
2022-01-06,28.178,172.0,137.551,137.7475,63.703,354.899645,95.65,136.23,156.34,70.191,54.01,432.22,186.76,173.39,185.95,90.06,211.34,358.0,397.27,211.74,221.99,62.203417,169.41,324.13,33.65,40.53,48.919098,112.38,23.4,198.627225,467.96,846.56
2022-01-07,27.247,172.17,137.0045,137.017,61.915,342.319658,94.45,132.0,150.81,66.929,53.44,416.91,179.44,168.84,180.41,90.44,215.5,360.14,400.42,212.09,224.19,63.105818,167.85,323.74,34.01,41.88,49.742728,110.96,22.55,203.272099,466.11,846.71
2022-01-10,27.4,172.19,138.574,138.6695,62.116,352.706314,93.89,132.0,149.59,66.429,55.21,418.73,182.96,170.4,179.68,89.73,209.31,363.25,402.23,210.61,221.64,61.873574,166.42,317.45,33.98,41.62,49.523597,114.42,23.54,201.114541,465.57,846.49
2022-01-11,27.817,175.08,140.0175,139.736,62.205,354.799645,94.2,137.31,152.45,67.321,55.91,425.61,184.64,173.63,185.4,90.72,216.02,364.14,400.6,211.58,219.95,63.348532,167.76,321.37,33.92,42.99,49.886296,111.72,23.97,203.799711,469.76,852.81
2022-01-12,27.999,175.53,141.648,141.4305,62.2,368.739631,95.11,137.47,159.55,68.632,55.74,433.86,186.03,173.75,186.42,91.07,217.45,361.3,395.53,211.93,222.4,63.628588,171.46,325.11,33.91,45.15,50.279221,113.23,23.91,205.627511,471.01,890.28
2022-01-13,26.575,172.19,139.131,138.587,59.719,343.852989,95.62,132.74,157.18,68.677,54.94,421.48,184.15,169.78,183.89,91.56,223.9,365.18,397.61,211.37,227.0,63.765504,171.18,327.79,34.38,44.33,50.256552,110.84,23.77,206.739266,464.56,885.63
2022-01-14,26.942,173.07,139.7865,139.4805,59.637,349.86965,97.36,136.88,167.0,72.982,55.7,445.0,187.01,172.0,188.69,92.33,225.96,372.62,403.45,213.1,228.94,64.201145,170.92,326.93,35.07,44.08,50.354783,109.2,23.29,205.062212,464.76,888.32
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.81
2022-01-18,25.903,169.8,136.2905,135.998,57.779,343.50299,92.87,131.93,152.36,67.901,54.76,412.98,182.28,166.5,178.86,90.75,225.01,376.54,401.63,211.16,229.87,64.033112,166.63,327.89,34.32,44.29,48.450611,105.46,22.73,201.237022,456.5,871.89
2022-01-19,25.067,166.23,135.652,135.1165,56.397,331.883001,90.0,128.27,143.07,64.273,53.62,393.19,178.3,163.06,172.47,89.7,217.08,377.33,401.65,210.36,221.66,62.620388,163.39,323.09,33.83,44.08,46.803351,102.36,22.39,198.54243,451.79,853.54
2022-01-20,24.15,164.51,133.5065,133.3075,54.772,332.089668,85.07,121.89,139.15,61.967,52.04,383.28,173.45,158.63,166.5,88.36,214.19,375.13,397.41,208.98,216.63,61.14543,161.06,314.23,33.58,43.19,45.27699,100.43,21.98,196.837112,446.66,854.54
2022-01-21,23.374,162.41,130.092,130.3515,53.323,314.633019,81.93,118.81,135.06,60.579,52.04,373.03,175.64,159.52,164.93,87.21,205.44,371.2,398.81,206.54,214.09,59.931856,160.54,313.48,32.63,40.99,43.682623,95.52,21.34,193.238042,438.02,817.67
2022-01-24,23.372,161.62,130.372,130.804,54.158,309.99969,82.95,116.53,139.29,62.182,51.94,391.1,178.34,161.44,170.07,88.12,204.2,373.33,403.06,207.08,214.33,60.311487,160.72,314.17,32.82,39.96,43.08568,97.16,21.92,192.625634,439.91,805.18
2022-01-25,22.324,159.78,126.7355,126.935,53.414,306.133027,80.72,111.13,132.99,58.823,51.0,370.11,173.96,155.77,165.45,90.31,204.1,387.17,403.18,205.96,214.31,56.701884,157.44,311.8,32.23,39.63,41.627326,94.78,21.21,190.59998,434.42,779.77
2022-01-26,22.772,159.69,129.24,129.233,55.712,312.469688,81.97,110.71,135.58,59.667,51.69,380.6,178.33,159.77,167.0,88.98,194.27,391.24,403.23,204.92,214.29,55.587886,158.24,313.89,31.62,38.43,41.241958,96.31,20.63,189.045407,433.46,785.27
2022-01-27,21.944,159.22,129.121,129.005,54.231,276.36639,78.72,102.6,130.15,55.53,48.05,361.8,174.81,154.59,161.2,89.28,189.75,389.08,373.99,208.8,212.17,55.948846,155.42,308.68,30.64,37.1,40.682796,103.68,19.66,189.045407,431.22,762.38
2022-01-28,22.84,170.33,133.2895,133.351,56.01,282.116385,79.27,105.24,132.45,56.114,47.73,366.65,177.29,158.63,166.81,90.33,190.57,393.15,380.2,212.82,201.16,57.318006,156.69,308.56,30.76,36.04,37.705638,107.02,20.05,190.307908,441.95,755.93
2022-01-31,24.486,174.78,135.6985,135.3035,58.588,312.239688,82.27,114.25,138.18,58.992,48.82,389.27,179.49,163.97,175.76,90.19,200.24,389.13,369.9,212.1,201.56,58.799188,158.43,310.01,31.09,37.22,39.095986,107.15,20.86,192.653899,449.78,770.73
2022-02-01,24.638,174.61,137.8785,137.644,59.272,310.416356,81.45,116.78,138.61,58.947,48.95,388.03,181.29,165.37,177.13,90.73,208.34,387.01,370.58,212.87,205.35,60.958726,159.39,317.21,31.62,39.02,39.723154,107.96,21.11,193.464161,452.89,789.43
2022-02-02,25.242,175.84,148.0365,148.0,60.343,301.886365,84.51,122.76,140.76,61.177,49.51,395.46,187.84,168.91,188.2,92.54,207.52,387.34,370.98,214.08,204.94,61.014737,161.41,319.71,32.61,39.39,40.380547,110.39,21.33,195.546346,457.31,797.11
